Unnamed: 0,Data,Label
210759,respon bibit kelapa sawit (elaeis guineensis jacq.) di pre nursery terhadap perbandingan dolomit dengan tanah dan perlakuan volume air penelitian ini bertujuan untuk menganalisa pengaruh pemberian perbandingan dolomit dengan tanah dan perlakuan volume air terhadap pertumbuhan bibit kelapa sawit di pre nursery penelitian dilaksanakan di lahan penelitian fp uda dari bulan mei hingga bulan agustus  metode penelitian ini menggunakan rancangan acak kelompok rak faktorial yang terdiri dari dua faktor faktor pertama adalah perlakuan perbandingan dolomit dengan tanah yang terdiri atas  taraf yaitu d  kontrol d   dan d   faktor kedua adalah volume penyiraman air v terdiri atas  taraf yaitu  v    lpolybaghari v    lpolybaghari dan v    lpolybaghari hasil penelitian memperlihatkan bahwa perlakuan perbandingan dolomit dengan tanah tidak nyata terhadap seluruh variabel respon yang diamati perlakuan volume penyiraman berpengaruh nyata terhadap tinggi tanaman dan luas daun tinggi tanaman dan luas daun tertinggi diperoleh pada perlakuan volume penyiraman   lpolybaghari,-1.0
210794,regionalism in james baldwin’s go tell it on the mountain    (regionalisme dalam go tell it on the mountain karya james baldwin) penelitian ini menguraikan latar belakang sejarah dan juga pengalaman hidup masyarakat afrikaamerika pada masa sebelum dan sesudah perang saudara tepatnya dari tahun an hingga tahun an ketika terjadi migrasi besarbesaran dari amerika bagian selatan ke bagian utara perjalanan sejarah kehidupan mereka dapat digunakan untuk menjelaskan perubahan status kehidupan masyarakat pedesaan menjadi masyarakat perkotaan atau masyarakat agraris ke masyarakat industri melalui novelnya go tell it on the mountain james baldwin menggambarkan perubahan status sosioekonomi masyarakat afrikaamerika menurut ideide masyarakat amerika menurut baldwin setiap warga amerika tanpa melihat status etnis memiliki hak untuk memperoleh keberhasilan dalam kehidupan masyarakat baik secara ekonomi agama pendidikan dan budaya sedangkan pendekatan yang digunakan dalam penelitian ini adalah kombinasi antara pendekatan expressive sosiologi dan juga pendekatan sejarah melalui pembahasan dari sudut pandang regionalisme kedaerahan akan menambah wawasan kita sebagai pembaca mengenai tradisi dan adatistiadat masyarakat kulit hitam di daerah selatan kerangka sejarah kehidupan sosioekonomi selalu tergambar dalam novel tersebut yang berarti bahwa latar belakang sejarah tidak dapat dipisahkan dari sejarah dan kondisi masyarakat di mana kita tinggal,-1.0
210799,dampak implementasi sistem erp (enterprise resource planning) terhadap efisiensi proses akuntansi dan pelaporan keuangan persaingan di dunia bisnis semakin kompleks perusahaanperusahaan mencoba untuk meningkatkan jumlah konsumennya dengan melakukan pelayanan yang cepat dan biaya yang murah tujuan penelitian ini adalah untuk menganalisis dampak dari sistem erp enterprise resource planning terhadap efisiensi proses akuntansi dan pelaporan keuangan artikel ini menggunakan pendekatan kualitatif dengan penelitian pustaka atau studi pustaka artikel ini bertujuan untuk membandingkan dan membedakan berbagai teori seperti yang ditemukan dalam literatur penelitian untuk mengkaji teoriteori yang ada berdasarkan literature review pada hasil dan pembahasan maka dapat disimpulkan bahwa erp enterprise resource planning berdampak positif terhadap efisiensi proses akuntansi dan pelaporan keuangan pada sebuah perusahaan,-1.0
210805,role playing strategy in enhancing students’ idiomatic expression mastery this research discussed about the use of role playing strategy in enhancing students idiomatic expression mastery this research was conducted to the grade x students of sma swasta pkmi efesus aek batu this research was conducted in classroom action research in order to find out how the process of role playing strategy enhanced the students idiomatic expression mastery from this research it was found out that the implementation of the first cycle was last well but less condusive the students mean score in the theoretical test was   while in practical test was   the result had not fulfilled the requirement so the second cycle need to be conducted  based on the next findings the problems had already been fixed and the students mastery in learning was also improved it can be seen from the students score in the theoretical test with the mean   while in the practical test was   the qualitative data showed positive improvement from cycle one to cycle two it was found out that students were interested in learning by using role playing strategy therefore it was concluded that teaching by using role playing was effective in improving the students idiomatic expression mastery,-1.0
210812,peningkatan pemahaman persepuluhan untuk mengwujudkan nilai-nilai kerohanian jemaat persepuluhan merupakan suatu dilema di kalangan hidup orang percaya dan gereja di masa kini dimana ada ketidakseragaman pemahaman dalam pelaksanaanya di setiap jemaat dan gereja di masa kini sebab sangat berbeda dengan praktik persepuluhan dalam perjanjian lama yang sudah menjadi aturan dan kewajiban bagi umat allah yakni israel yang sangat jelas pelaksanaannya dan tujuan yang terarah di era gereja masa kini ada kesimpangsiuran pemahaman dalam praktek persepuluhan seolaholah telah ikut digenapi oleh yesus kristus sehingga orang percaya tidak ingin melakukan lagi pesepuluhan ini dalam gereja maka dengan adanya kesimpangsiuran ini akan memberikan jawaban dan pemahaman yang benar melalui tulisan ini bahwa persembahan persepuluhan dari penjanjian lama tidak ada pembatalan melainkan sebuat standar kebenaran dalam dalam gereja untuk memuliakan dan menghormati tuhan dari segala yang kita miliki kemudian memberikan standar kehidupan kerohanian dan peningkatan iman jemaat melalui persepuluhan sebab nilainilai kerohanian jemaat terlihat dari pemberian yang menunjukkan ketaatan kepada tuhan dalam gereja artinya perspuluhan akan di pergunakan dalam memperluas pelayanan tuhan di bumi dan kegiatan pelayanan jemaat hubungan persepuluhanan dengan nilai kerohanian jemaat adalah wujud kesadaran dan ketekunan orang percaya kepada tuhan,-1.0
210883,leadership model based on matthew 20:26-27 achievement motivation and work environment improving the performance of lecturers at the theological college of medan city the problems studied in this study are  servant leadership model based on matthew  achievement motivation and work environment and lecturer performance at the medan city theological college  is there any effect of the servant leadership model based on matthew  achievement motivation and work environment and lecturer performance at the medan city theological high school together or partially  the big influence of understanding the servant leadership model based on matthew  achievement motivation and work environment and lecturer performance at the medan city theological college the population in this study was  with a sample of  lecturers who became respondents there are four variables studied in this study namely the independent variable y is a lecturer at the medan city madya theological college while the variable based on matthew  x achievement motivation x and work environment x methods of data collection with the method of questionnaires documentation and interview methods the data collected were analyzed using descriptive percentage analysis and multiple linear regression analysis using spss version  for windows based on the results of the research analyzed by the percentage showed based on regression analysis of the influence of the servant leadership model based on  achievement and work environment motivation on lecturer performance at the medan city theological high school both jointly and partially from the results of the f test and t test which obtained a significance below   together the understanding of the meaning of worship is   and the remaining   is influenced by other factors not discussed in this study if there is an increase of one point on the servant leadership model based on matthew  achievement motivation and work environment together will increase by  times,-1.0
210891,tinjauan akuntabilitas pengelolaan keuangan desa dalam penerapan sistem informasi akuntansi dan tugas pokok dan fungsi the purpose of this study is to investigate and evaluate the impact of main duties and functions and the accounting information system on the accountability of village financial management in the villages of sawit seberang district area langkat regency in this study an associative technique was adopted the six villages in the sawit seberang district of the langkat regency comprised the studys population  participants from villages in the sawit seberang district of langkat regency made up the saturated sampling sample used in this study in this study questionnaires and observational methods were employed as datagathering methods this studys data analysis method is quantitative and employs statistical analysis including hypothesis testing auter model analysis and inner model analysis processing data for this study,-1.0
210896,preliminary research the effect of naa and bap on callus of banana (musa acuminata l) with addition of fusarium wilt disease from fusarium oxysporum f.sp.cubense (foc) the effects of naa and bap on callus of banana musa acuminata l with the addition of fusarium wilt disease from fusarium oxysporum f sp cubense foc this research was conducted on january to june  at tissue culture laboratory of dinas tanaman pangan dan hortikultura of north sumatera province jl karya jasa no  gedung johor medan the purpose of this research is to know the response of banana barangan callus musa acuminate l  to fusarium fusarium oxysporum f sp cubens the living callus is subsequently subcultured for organogenesis purposes by treatment of naa and bap the research use completely random design with two factors that is naa and bap naa consists of  levels n   ppm n    ppm and n   ppm the second factor using bap consists of  levels ba    ppm ba   ppm and ba    ppm the results showed that the percentage of live callus after fusarium addition was only   interaction of naa and bap did not significantly affect the percentage of live plantlets and wet weight of banana plantlet the highest percentage of live plantlet on aged    week after subculture and the highest wet weight of planlet found on n ppm each    and   g while the highest percentage of live plantlets on aged    week after subculture and the highest wet weight of plantlet found on ba  ppm each    and   g the treatment combinations that gave the highest percentage of planlets live and wet weight of planlet were nba and nba,-1.0
210921,eksekusi jaminan fidusia berdasarkan putusan mahkamah konstitusi nomor 2/puu-xix/2021 the constitutional court has provided an interpretation of the provisions regarding the execution of fiduciary guarantees creditors have a legal right to carry out the execution of their fiduciary collateral object provided that there is an agreement on breach of contract default and the debtors voluntary principle to surrender the fiduciary collateral object to the creditor if these conditions are not fulfilled the creditor must apply for execution to the court this legal principle has been considered by some parties as not providing certainty and legal protection for goodfaith fiduciary guarantee recipients this article will discuss the process of executing fiduciary collateral objects both in cases where there is an agreement on breach of contract and the debtor is willing to surrender the collateral object and in cases where there is no such agreement and the debtor is not willing to surrender the collateral object,-1.0
210994,the quality of church leadership as determinant of the sustainability of church growth epemimpinan gereja merupakan topik penting bagi keberlangsungan pertumbuhan gereja dari masa ke masa dalam situasi dan kondisi apapun secara khusus dalam kemajuan zaman yang dikenal dengan kemajuan teknologi di era revolusi society   kesiapan seorang pemimpin gereja dari segi kualitas rohani berdasarkan nilainilai alkitabiah sangat dibutuhkan dalam memobilisasi pelayanan dalam gereja untuk membangun kualitas iman anggota gereja akan berdampak pada kehidupan rohani jemaat secara internal bahkan juga berdampak pada masyarakat di luar gereja yang menyaksikan kehebatan iman jemaat menjadi ikut percaya dan bergabung dalam persekutuan dengan orangorang percaya dalam gereja ini membuktikan keberadaan seorang pemimpin gereja berkualitas bukan persoalan masa lalu dan masa kini yang mungkin bisa disepelekan melainkan untuk mempertahankan kesinambungan gereja untuk terus bertumbuh bukan hanya ke dalam tetapi pertumbuhan keluar maka pemimpin gereja berkualitas dalam perspektif alkitabiah akan menjadi kunci yang menentukan pertumbuhan gereja berkesinambungan dalam setiap decade gereja akan terus menghadapi tantangan yang tidak kecil dan ringan kondisi zaman yang sangat dinamis dengan perubahan berkesinambungan maka gereja membutuhkan pemimpin dan orangorang percaya dan pengikut kristus harus teguh mempertahankan diri di muka bumi supaya gereja bertumbuh berkelanjutan menjadi terang dan garam bagi semua umat manusia sehingga tujuan allah melalui gerejanya sebagai wadah penyelamatan manusia akan terus berkelanjutan sampai pada akhir zaman,-1.0
211031,"kebijakan pengelolaan ekosistem mangrove berkelanjutan di kawasan pesisir teluk bintuni, papua barat teluk bintuni terletak di provisi papua barat yang memiliki potensi mangrove yang melimpah  menurut dinas kehutanan dan perkebunan provinsi papua barat luas kawasan hutan mangrove di provinsi papua barat mencapai   ha hutan mangrove di teluk bintuhi merupakan salah satu bentuk paruparu dunia yang terluka faktor utama yang menyebabkan kerusakan adalah pengelolaan ekosistem mangrove yang tidak berlangsung dengan baik diantaranya peran perusahaan maupun penebangan di zona pelindung perusahaaan menebang hutan mangrove di teluk bintuhi tetapi penanaman kembali jadi pertanyaan  tidak ada indikasi penanaman kembali di area bekas penebangan hutan mangrove dipulau tersebut berangkat dari permasalahan tersebut penelitian ini bertujuan untuk   menilai efektivitas tata kelola kebijakan pengelolaan ekosistem mangrove dan  mengetahui tingkat masyarakat tentang hutan mangrove teluk bintuhi  tawaran kelbijakan dalam pengelolaan ekosistem mangrove di tellulk bintuni penelitian ini menggunakan metode analisis kualitatif dengan cara perolehan data melalui observasi wawancara secara mendalam observasi serta dokumentasi atau inventarisasi data kelbijakan yang terkait hasilnya penelitian tersebut yaitu  pengelolaan ekosistem mangrove yang dilaksanakan di tellulk bintani belum efektif dan perbaikan mengenai kelbijakan pengelolaan ekosistem mangrove di tellulk bintuni  tingkat pengetahuan masyarakat yang kulrang terhadap keberadaan hutan mangruve teluk bintuni yang mengakibatkan timbullnya sikap apatis telrhadap lingkungan  tawaran peneliti yaitu perlunya rehabilitas terhadap kawasan yang rusak membentuk kawasan hutan mangrove dan mantaati peraturan undangundang yang sudah di terbitkan oleh pemerintah",-1.0
211093,pandangan hukum kesehatan terhadap abortus provocatus berdasarkan undang-undang nomor 36 tahun 2009 nowadays abortion is a problem that often arises and has increased from year to year abortion is considered by most people as an act of murder because the fetus or baby in the womb of a mother has the right to a reasonable life and in any religion it is not permissible for a pregnant woman to stop her pregnancy for any reason the main reasons for abortion are nonmedical reasons including not wanting to have children for fear of interfering with career school or other responsibilities not having enough money to care for children and not wanting to bear children without fathers another reason often cited is still too young especially those who are pregnant out of wedlock and can be a disgrace to the family reasons like this are also given by women in indonesia who try to convince themselves that killing the fetus in the womb is permissible and justified these reasons are definitely show the picture of irresponsibility woman in saving her life by sacrifice the life of her own baby this study uses a normative method which is to conduct an analysis of the problem and research through an approach in legislation and also sourced from books papers laws and other references as for the problems in this study are first the view of the health law against provocatus abortion based on law number  year  secondly the factors causing the occurrence of the provocatus abortion crime in society and the third is the criminal liability against the provocatus abortion crime the provisions of law no  of  concerning health emphasizing the permissibility to carry out acts of abortion in an effort to save the life of the mother and  or fetus this type of abortion is legally justified and protected by law and with medical considerations,-1.0
211114,analisis tri parartha dalam mengembangkan lingkungan kerja berbasis spiritual ( studi kasus di umkm jks stone dan kopi 3 ) kebudayan bali berasal dari hasil akulturasi dari ajaran agama hindu dengan berbagai kearifan lokal yang telah diturunkan dari nenek moyang suku bali selama berabadabad ajaran tri parartha dapat diterapkan dimana saja dan kapanpun tidak hanya berlaku pada masyarakat bali namun juga bagi masyarakat global dan tidak terbatas pada pergaulan sosial antar manusia di dalam kehidupan bermasyarakat namun juga sangat tepat apabila dapat diterapkan dengan konsekuen pada dunia industri dan organisasi baik yang bersifat nirlaba maupun unit bisnis dalam unit bisnis pasti tidak akan lepas dari yang namanya lingkungan metode penelitian yang digunakan dalam penelitian ini adalah metode kualitatif dengan  narasumber yakni owner karyawan dan pelanggan dari umkm jckstone dan kopi  hasil dari penelitian ini menunjukan bahwa seperti yang sudah dinyatakan oleh owner jckstone dan kopi  yaitu implementasi ajaran tri parartha dan bagian  bagiannya seperti saling peduli satu sama lain saling tolong menolong dan saling hormat menghormati dapat menumbuhkan rasa cinta dan kasih sayang di lingkunga jckstone dan kopi  serta dengan didukung oleh pernyataan pelanggan bahwa saat berbelanja di umkm jckstone dan kopi  yang memiliki pelayanan yang peduli akan pelanggan mau menolong lingkungan yang bersih serta nyaman dapat membuat citra umkm menjadi baik di mata pelanggan,-1.0
211131,impoliteness strategies and power performed by netizens on twitter this study aimed to find out the impoliteness strategy used by netizens in commenting on actors tweets and the forms of tweet comments made by netizens this study employs a descriptive qualitative method the sources of data were tweeted by jefri nichol one of the famous actors in indonesia in analyzing the data the theory of culpeper  describes the kinds of impoliteness strategies that netizens used in their tweet comments this research shows that there are five data of tweet comments categorized into four types bald on record impoliteness positive impoliteness negative impoliteness and sarcasm or mock politeness this research uses the theory of beebe  and bousfield  for power performed which categorized as superior get authority over actions dominate a conversation emphasize the power hierarchy and reactivate the power the findings show that the netizens were angry and uncomfortable with jefris tweet because his tweet was like carrying someones physical or face where the things like this were a sensitive topic,-1.0
